"State","Speed","Gender","Age"
"New York",0,"Male",30
"Florida",45,"Male",50
"South Carolina",55,"Female",26
"Wyoming",75,"Male",42
"Virginia",60,"Male",13
"Colorado",0,"Male",31
"Missouri",90,"Female",21
"Illinois",0,"Female",25
"Minnesota",35,"Male",58
"New York",0,"Male",18
"Alabama",55,"Male",21
"Texas",100,"Male",24
"California",68,"Male",5
"New York",30,"Female",68
"Kentucky",59,"Female",41
"Arizona",10,"Female",66
"Florida",40,"Male",22
"California",70,"Male",28
"California",0,"Male",65
"Alabama",140,"Male",20
"Arizona",65,"Male",15
"Ohio",46,"Female",67
"Alabama",55,"Male",19
"Nevada",0,"Male",52
"Missouri",93,"Male",19
"California",40,"Male",45
"California",65,"Male",57
"North Carolina",60,"Female",15
"New Jersey",0,"Male",14
"Washington",0,"Female",41
"California",45,"Female",21
"Kentucky",48,"Male",46
"Alabama",66,"Male",21
"California",7,"Male",31
"Louisiana",55,"Male",52
"Virginia",55,"Male",15
"Ohio",70,"Male",20
"Connecticut",71,"Male",37
"Alabama",45,"Female",39
"Florida",65,"Male",24
"Utah",65,"Male",47
"California",38,"Female",75
"Wisconsin",55,"Female",3
"Florida",0,"Male",9
"Louisiana",55,"Female",47
"Florida",45,"Male",47
"Kentucky",45,"Female",21
"Wisconsin",65,"Female",20
"California",60,"Female",11
"Kentucky",48,"Male",17
"Connecticut",0,"Male",68
"South Carolina",25,"Female",57
"Mississippi",70,"Male",35
"Florida",0,"Male",52
"Kentucky",38,"Male",37
"Arizona",40,"Male",68
"Georgia",73,"Female",23
"California",80,"Male",36
"Florida",65,"Male",54
"California",10,"Female",11
"New York",35,"Male",90
"North Carolina",0,"Female",81
"Iowa",0,"Female",20
"New York",0,"Male",59
"Ohio",35,"Male",78
"North Carolina",65,"Male",66
"Louisiana",55,"Male",87
"Nevada",70,"Male",65
"Minnesota",55,"Male",35
"South Carolina",55,"Male",21
"Pennsylvania",45,"Male",60
"Pennsylvania",45,"Male",66
"Florida",0,"Male",70
"Virginia",45,"Female",64
"Virginia",15,"Female",77
"Georgia",0,"Male",46
"Colorado",40,"Female",34
"Colorado",50,"Male",63
"California",45,"Male",30
"Florida",35,"Male",27
"California",58,"Male",71
"Florida",55,"Male",24
"Alabama",0,"Male",57
"Florida",50,"Male",66
"California",30,"Male",49
"Minnesota",55,"Male",12
"North Carolina",65,"Male",32
"North Carolina",55,"Male",25
"New York",0,"Female",50
"Alabama",70,"Female",50
"California",68,"Male",28
"Florida",65,"Male",26
"North Carolina",70,"Male",35
"California",60,"Male",64
"North Carolina",25,"Male",89
"Minnesota",0,"Male",56
"New Hampshire",0,"Female",18
"South Carolina",50,"Male",2
"Florida",45,"Male",35
"South Carolina",0,"Male",35
"Florida",70,"Male",84
"Minnesota",61,"Male",18
"Ohio",21,"Male",41
"Alabama",45,"Male",53
"California",60,"Female",54
"California",0,"Male",32
"Missouri",59,"Female",33
"Virginia",60,"Female",22
"Georgia",0,"Male",23
"Pennsylvania",35,"Female",6
"Florida",65,"Male",57
"Pennsylvania",44,"Male",50
"South Carolina",55,"Male",33
"California",55,"Male",19
"Florida",60,"Male",51
"California",68,"Male",50
"Florida",40,"Male",56
"Pennsylvania",60,"Male",23
"Alabama",68,"Male",27
"Missouri",57,"Male",19
"Pennsylvania",50,"Female",60
"Texas",0,"Male",58
"Louisiana",0,"Male",40
"South Carolina",5,"Male",20
"Louisiana",55,"Male",35
"South Carolina",40,"Female",18
"Connecticut",0,"Female",37
"North Carolina",50,"Male",61
"North Carolina",58,"Male",15
"Florida",10,"Male",88
"Florida",0,"Male",38
"Louisiana",0,"Male",49
"Florida",15,"Male",53
"Virginia",55,"Male",35
"Minnesota",55,"Male",29
"Florida",0,"Male",29
"Wisconsin",55,"Male",71
"Virginia",75,"Male",27
"Mississippi",0,"Male",52
"North Carolina",60,"Female",33
"Pennsylvania",35,"Male",50
"South Carolina",45,"Male",21
"Florida",55,"Male",29
"California",33,"Male",26
"Colorado",86,"Female",38
"California",33,"Male",23
"Pennsylvania",80,"Male",22
"California",55,"Female",39
"Mississippi",65,"Female",24
"Ohio",40,"Female",41
"Minnesota",55,"Male",18
"Nevada",16,"Male",17
"Tennessee",0,"Male",53
"Florida",40,"Male",18
"Alabama",5,"Male",33
"North Carolina",58,"Female",50
"California",80,"Male",24
"North Carolina",43,"Female",25
"Utah",30,"Male",20
"North Carolina",15,"Male",79
"North Carolina",5,"Male",67
"Virginia",55,"Male",21
"South Dakota",68,"Male",23
"Florida",70,"Female",37
"California",55,"Female",83
"California",45,"Male",34
"South Carolina",55,"Male",25
"Nevada",40,"Male",78
"Pennsylvania",70,"Male",22
"Florida",25,"Female",35
"California",70,"Male",50
"Missouri",0,"Male",32
"Alabama",55,"Female",25
"Ohio",40,"Male",33
"Pennsylvania",0,"Male",54
"Michigan",0,"Male",77
"North Carolina",5,"Male",36
"Florida",15,"Female",19
"Utah",10,"Male",17
"Wisconsin",55,"Male",30
"Mississippi",0,"Male",56
"California",50,"Female",32
"Pennsylvania",55,"Male",47
"Colorado",30,"Female",53
"Ohio",55,"Male",19
"Florida",55,"Male",22
"North Carolina",35,"Male",31
"Missouri",59,"Female",71
"North Carolina",55,"Male",23
"North Carolina",0,"Female",44
"California",45,"Male",56
"North Carolina",100,"Male",50
"California",0,"Male",28
"Florida",70,"Male",43
"Mississippi",0,"Male",2
"Florida",60,"Male",56
"Florida",5,"Male",56
"North Carolina",75,"Female",8
"North Carolina",20,"Female",28
"Virginia",55,"Male",49
"Florida",55,"Female",54
"North Carolina",0,"Male",27
"North Carolina",60,"Female",18
"Pennsylvania",25,"Female",25
"Florida",45,"Male",46
"North Carolina",84,"Male",31
"California",73,"Female",66
"Florida",55,"Male",50
"Florida",70,"Female",38
"South Dakota",30,"Female",40
"Pennsylvania",50,"Female",40
"California",0,"Male",48
"Arizona",80,"Male",22
"California",50,"Male",66
"Massachusetts",0,"Male",52
"Arizona",45,"Female",20
"North Carolina",0,"Male",34
"New Mexico",0,"Female",32
"Florida",65,"Female",63
"Ohio",30,"Female",27
"Texas",0,"Female",12
"Florida",30,"Male",28
"Oregon",0,"Male",60
"Illinois",58,"Male",43
"Colorado",75,"Male",27
"Pennsylvania",30,"Male",31
"South Carolina",40,"Female",33
"Florida",10,"Male",4
"Pennsylvania",50,"Male",56
"Arizona",45,"Female",70
"Ohio",10,"Female",69
"Wyoming",65,"Male",26
"Florida",20,"Male",29
"Florida",76,"Male",51
"South Carolina",45,"Female",68
"South Carolina",60,"Male",20
"Pennsylvania",48,"Male",37
"California",50,"Male",26
"Minnesota",18,"Male",55
"Tennessee",0,"Female",29
"New York",0,"Female",48
"Louisiana",65,"Male",38
"Florida",45,"Male",25
"New Mexico",0,"Male",47
"Colorado",30,"Male",87
"North Carolina",55,"Male",13
"Alabama",65,"Male",59
"Nevada",60,"Male",75
"Louisiana",30,"Male",42
"North Carolina",0,"Male",18
"California",50,"Male",31
"California",73,"Male",27
"Florida",80,"Male",50
"North Carolina",35,"Male",47
"Wisconsin",55,"Male",53
"South Carolina",60,"Female",69
"Wyoming",58,"Male",17
"Ohio",40,"Male",29
"Oregon",69,"Female",19
"Massachusetts",0,"Female",29
"Minnesota",55,"Male",31
"North Dakota",77,"Female",45
"Michigan",0,"Female",3
"Michigan",0,"Male",63
"South Carolina",45,"Male",44
"Florida",0,"Male",41
"Florida",35,"Male",28
"California",68,"Male",2
"Florida",55,"Male",22
"North Carolina",55,"Female",21
"New York",0,"Male",38
"California",65,"Male",24
"California",65,"Female",19
"Arizona",65,"Female",60
"Arizona",55,"Male",47
"Alabama",45,"Female",17
"Texas",57,"Male",32
"Oklahoma",59,"Female",46
"Virginia",60,"Male",53
"North Carolina",55,"Female",64
"California",65,"Female",23
"Utah",97,"Male",21
"Virginia",70,"Male",54
"North Carolina",45,"Male",52
"North Carolina",80,"Female",44
"California",53,"Male",38
"Florida",70,"Male",17
"Florida",20,"Male",12
"South Carolina",60,"Female",11
"Maine",0,"Male",55
"Pennsylvania",55,"Male",55
"Wisconsin",65,"Female",21
"Virginia",55,"Male",29
"Texas",0,"Male",57
"North Carolina",55,"Male",7
"Alabama",40,"Female",69
"North Carolina",10,"Female",80
"Colorado",65,"Female",35
"California",40,"Male",23
"Ohio",55,"Female",32
"Tennessee",0,"Female",34
"New York",0,"Male",26
"Missouri",53,"Male",42
"Minnesota",30,"Male",84
"Connecticut",0,"Male",90
"North Carolina",55,"Female",8
"Pennsylvania",0,"Male",57
"Florida",20,"Male",95
"Hawaii",35,"Male",56
"Colorado",0,"Male",46
"Illinois",0,"Male",53
"South Carolina",15,"Female",5
"California",63,"Female",89
"California",50,"Male",42
"Louisiana",0,"Male",42
"South Carolina",15,"Female",8
"California",50,"Male",32
"Nevada",102,"Male",23
"Illinois",0,"Female",27
"California",13,"Male",75
"North Carolina",48,"Male",21
"Texas",0,"Female",50
"Louisiana",60,"Male",21
"California",50,"Male",51
"Arizona",35,"Male",48
"Florida",45,"Female",74
"New York",70,"Male",56
"Virginia",0,"Male",43
"Arizona",25,"Male",35
"Ohio",30,"Female",36
"Florida",45,"Female",22
"Wisconsin",30,"Male",73
"Virginia",55,"Male",46
"South Carolina",65,"Male",37
"South Carolina",60,"Male",37
"Louisiana",65,"Male",21
"Utah",0,"Male",3
"North Carolina",65,"Male",32
"California",45,"Male",20
"California",80,"Female",28
"North Carolina",55,"Male",45
"Florida",100,"Female",24
"Pennsylvania",0,"Female",54
"California",68,"Male",13
"Colorado",88,"Female",36
"Wisconsin",0,"Male",65
"Illinois",63,"Male",16
"Louisiana",0,"Female",32
"Arizona",0,"Male",62
"Washington",0,"Male",72
"Virginia",15,"Male",81
"North Carolina",40,"Male",51
"Texas",0,"Male",68
"South Carolina",47,"Male",3
"Texas",0,"Male",23
"California",0,"Male",62
"Florida",40,"Male",19
"North Carolina",70,"Male",35
"Florida",43,"Female",12
"Missouri",61,"Female",52
"Ohio",56,"Male",58
"California",60,"Male",37
"Nevada",105,"Male",17
"Florida",25,"Male",33
"California",60,"Male",34
"South Carolina",55,"Female",88
"North Carolina",25,"Female",19
"Florida",0,"Male",49
"Florida",70,"Male",15
"Missouri",0,"Male",67
"South Carolina",55,"Male",29
"Mississippi",10,"Male",5
"Florida",40,"Female",18
"Michigan",0,"Male",49
"North Carolina",65,"Female",39
"California",45,"Male",32
"Ohio",20,"Female",14
"South Carolina",60,"Male",34
"Louisiana",50,"Male",22
"Florida",0,"Male",21
"California",0,"Female",20
"New York",5,"Female",23
"Alabama",20,"Male",21
"North Carolina",70,"Male",46
"Wisconsin",55,"Male",68
"Florida",55,"Male",31
"Minnesota",0,"Female",70
"Florida",0,"Male",53
"Utah",35,"Male",50
"Pennsylvania",80,"Male",41
"Virginia",45,"Male",59
"North Carolina",65,"Male",25
"Alabama",55,"Female",35
"Virginia",35,"Female",62
"South Carolina",70,"Male",53
"Florida",45,"Male",87
"Florida",80,"Male",73
"Florida",50,"Male",33
"Missouri",45,"Female",24
"Louisiana",55,"Male",22
"California",35,"Female",6
"Florida",0,"Female",5
"Nevada",68,"Female",60
"Utah",70,"Male",34
"California",65,"Female",48
"Kentucky",0,"Male",68
"Florida",55,"Male",19
"South Dakota",62,"Female",68
"Virginia",65,"Male",55
"Washington",0,"Male",50
"California",55,"Female",46
"Florida",50,"Female",1
"California",55,"Female",23
"Alabama",55,"Male",25
"Pennsylvania",70,"Female",19
"North Carolina",32,"Male",61
"Florida",45,"Female",48
"North Carolina",76,"Male",23
"Alabama",65,"Male",27
"Colorado",80,"Male",52
"Indiana",0,"Male",38
"Ohio",45,"Male",55
"Florida",40,"Male",37
"Florida",0,"Male",62
"Florida",45,"Female",18
"Arizona",80,"Male",70
"North Carolina",20,"Female",61
"Illinois",81,"Female",23
"New York",14,"Female",21
"Florida",45,"Male",42
"South Carolina",65,"Male",63
"Nebraska",0,"Male",30
"Arizona",27,"Male",48
"Virginia",96,"Female",29
"Wisconsin",55,"Male",47
"North Carolina",35,"Male",81
"Ohio",40,"Male",6
"California",70,"Female",51
"South Carolina",0,"Male",64
"Oregon",0,"Male",81
"Florida",0,"Male",24
"Louisiana",45,"Male",34
"Colorado",61,"Male",29
"Virginia",0,"Male",57
"Wisconsin",60,"Male",46
"Florida",0,"Male",93
"Virginia",55,"Female",32
"South Carolina",45,"Male",49
"Mississippi",0,"Male",18
"North Carolina",45,"Male",19
"Hawaii",26,"Male",21
"North Carolina",55,"Female",73
"Kentucky",24,"Female",18
"California",55,"Female",55
"Alabama",45,"Female",22
"Utah",75,"Female",16
"Colorado",103,"Female",16
"Pennsylvania",45,"Female",52
"Alabama",0,"Male",46
"Florida",0,"Male",55
"California",55,"Female",4
"Florida",45,"Female",32
"Louisiana",35,"Female",27
"Florida",0,"Female",75
"Florida",45,"Male",23
"Minnesota",40,"Male",22
"Pennsylvania",55,"Male",40
"South Carolina",55,"Female",44
"Virginia",60,"Male",32
"Florida",25,"Male",53
"Florida",30,"Male",27
"Colorado",40,"Male",5
"California",40,"Female",65
"North Carolina",0,"Male",42
"California",0,"Male",68
"Illinois",6,"Male",19
"Wisconsin",75,"Male",26
"Nevada",35,"Female",37
"Wisconsin",65,"Male",45
"Florida",0,"Male",49
"South Carolina",60,"Female",31
"Arizona",30,"Male",34
"Florida",45,"Male",37
"Louisiana",55,"Male",34
"Missouri",56,"Female",10
"California",0,"Male",33
"Alabama",55,"Female",19
"Washington",0,"Male",31
"Colorado",40,"Female",14
"Nevada",68,"Male",33
"Florida",0,"Male",3
"Hawaii",0,"Male",63
"Florida",0,"Male",51
"Ohio",50,"Female",31
"Colorado",50,"Male",19
"Pennsylvania",52,"Female",17
"Louisiana",0,"Male",48
"Colorado",55,"Male",78
"Florida",50,"Male",54
"South Carolina",5,"Female",29
"Virginia",55,"Male",51
"North Carolina",55,"Male",41
"South Carolina",35,"Male",21
"Louisiana",50,"Male",48
"Arizona",0,"Female",65
"Florida",45,"Male",26
"Maryland",0,"Male",62
"California",65,"Male",54
"New York",0,"Male",47
"North Carolina",35,"Male",22
"Illinois",0,"Male",31
"Florida",45,"Male",31
"Louisiana",75,"Male",20
"Alabama",66,"Female",69
"Alabama",15,"Male",5
"Florida",75,"Female",80
"Florida",45,"Male",23
"Utah",15,"Male",30
"Ohio",50,"Female",41
"Pennsylvania",53,"Female",43
"Florida",60,"Female",26
"South Carolina",55,"Male",35
"Colorado",35,"Male",62
"Kentucky",57,"Male",44
"Louisiana",0,"Male",47
"Alabama",62,"Male",23
"Florida",55,"Female",42
"North Carolina",70,"Male",23
"Ohio",55,"Male",66
"Alabama",65,"Male",49
"Wisconsin",65,"Male",48
"Alabama",85,"Female",34
"Florida",2,"Male",62
"North Carolina",60,"Male",24
"New Jersey",0,"Male",8
"Texas",0,"Male",25
"Kentucky",15,"Male",34
"Texas",0,"Male",35
"Illinois",40,"Male",56
"Kentucky",53,"Male",25
"South Carolina",40,"Male",32
"Texas",0,"Male",25
"North Carolina",45,"Male",61
"Florida",55,"Male",35
"California",0,"Male",52
"Missouri",67,"Female",36
"Florida",40,"Female",20
"Florida",0,"Male",74
"California",38,"Male",49
"Texas",0,"Male",28
"North Carolina",55,"Male",21
"Pennsylvania",80,"Female",31
"Nevada",46,"Male",68
"Florida",10,"Female",19
"North Carolina",55,"Male",37
"Arizona",0,"Male",46
"Colorado",60,"Male",62
"Ohio",55,"Male",52
"Pennsylvania",40,"Female",21
"Florida",25,"Female",17
"California",0,"Female",82
"Mississippi",0,"Male",33
"Florida",0,"Male",27
"Florida",44,"Male",42
"Minnesota",49,"Male",55
"Pennsylvania",40,"Female",61
"Alabama",65,"Male",3
"South Carolina",70,"Male",68
"New York",0,"Female",2
"California",55,"Female",35
"Texas",95,"Female",35
"Mississippi",20,"Female",1
"Florida",55,"Male",19
"Michigan",0,"Female",59
"Florida",60,"Female",9
"California",0,"Male",17
"Virginia",25,"Male",65
"North Carolina",55,"Male",35
"Maryland",0,"Male",24
"Florida",60,"Female",25
"Texas",53,"Male",38
"Alabama",45,"Male",67
"Pennsylvania",30,"Male",61
"Kentucky",50,"Male",19
"South Carolina",0,"Male",64
"California",60,"Female",23
"California",65,"Male",69
"South Carolina",40,"Female",22
"California",55,"Male",24
"North Carolina",55,"Male",43
"Florida",0,"Male",64
"Florida",0,"Male",69
"Texas",0,"Male",53
"Florida",50,"Female",15
"Pennsylvania",10,"Female",49
"Oklahoma",40,"Male",23
"California",55,"Male",58
"California",55,"Male",34
"Texas",0,"Male",43
"Alabama",45,"Male",16
"Virginia",15,"Female",18
"Virginia",50,"Male",36
"Pennsylvania",50,"Female",9
"Louisiana",55,"Female",23
"North Carolina",65,"Male",66
"Florida",60,"Female",40
"Louisiana",15,"Female",57
"Mississippi",40,"Male",59
"Hawaii",0,"Male",91
"Wisconsin",75,"Male",23
"Florida",35,"Male",79
"Arizona",40,"Male",30
"Colorado",25,"Female",73
"Florida",0,"Male",39
"Florida",70,"Female",7
"North Carolina",40,"Female",14
"Pennsylvania",55,"Female",18
"Wisconsin",55,"Male",40
"Virginia",45,"Male",63
"Colorado",20,"Female",29
"Wisconsin",0,"Male",64
"Alabama",0,"Female",46
"Arizona",10,"Female",49
"South Carolina",0,"Male",42
"Florida",55,"Female",77
"California",0,"Male",28
"Colorado",65,"Male",55
"Virginia",20,"Male",67
"Florida",75,"Male",22
"California",10,"Male",30
"South Carolina",55,"Female",5
"South Dakota",0,"Male",55
"Missouri",61,"Female",46
"Wyoming",5,"Male",63
"Florida",70,"Male",32
"Louisiana",90,"Male",27
"South Dakota",68,"Female",23
"Ohio",72,"Female",17
"Pennsylvania",0,"Male",64
"Wisconsin",55,"Male",45
"North Carolina",25,"Male",59
"Colorado",35,"Female",24
"Florida",50,"Female",25
"Florida",21,"Male",60
"Mississippi",50,"Female",19
"New York",0,"Male",51
"Florida",50,"Male",41
"California",25,"Male",23
"North Carolina",15,"Female",6
"North Carolina",68,"Male",9
"California",65,"Female",31
"California",48,"Male",21
"Virginia",65,"Male",37
"Texas",0,"Male",22
"South Carolina",45,"Male",32
"Colorado",60,"Male",58
"Florida",70,"Male",80
"Texas",0,"Male",51
"California",38,"Male",19
"Florida",20,"Male",65
"Alabama",90,"Male",51
"Missouri",41,"Male",26
"Florida",60,"Female",18
"California",60,"Male",67
"Utah",10,"Male",17
"Colorado",25,"Male",63
"Virginia",45,"Male",67
"Oregon",0,"Female",80
"Florida",45,"Male",59
"Kentucky",0,"Male",80
"North Carolina",40,"Male",72
"Alabama",50,"Male",32
"Florida",65,"Male",18
"Pennsylvania",0,"Female",20
"Mississippi",50,"Male",49
"California",20,"Male",45
"North Carolina",0,"Female",61
"Minnesota",50,"Male",59
"Colorado",50,"Male",52
"Ohio",0,"Female",38
"Wisconsin",55,"Male",56
"Mississippi",63,"Male",23
"Colorado",55,"Male",30
"Indiana",0,"Male",20
"Colorado",65,"Male",31
"Georgia",36,"Male",60
"Colorado",30,"Male",21
"South Carolina",25,"Male",2
"Colorado",40,"Male",44
"New York",0,"Female",34
"Florida",60,"Male",25
"California",0,"Male",47
"California",0,"Male",15
"Texas",0,"Male",26
"Ohio",0,"Female",75
"Alabama",45,"Male",23
"North Carolina",55,"Male",41
"North Carolina",5,"Male",19
"Alabama",62,"Female",66
"Utah",0,"Male",40
"California",0,"Female",83
"Arizona",45,"Female",4
"Florida",55,"Male",33
"California",50,"Female",49
"Utah",5,"Female",11
"Missouri",12,"Male",14
"Kentucky",75,"Female",25
"Florida",35,"Female",3
"South Carolina",55,"Female",65
"New York",126,"Male",28
"Colorado",40,"Male",72
"North Carolina",0,"Male",73
"Florida",65,"Male",74
"California",0,"Male",58
"Alabama",50,"Male",78
