"State","Speed","Gender","Age"
"North Carolina",25,"Female",76
"Florida",50,"Male",52
"Utah",100,"Male",48
"Florida",70,"Male",50
"Florida",60,"Male",68
"Colorado",0,"Male",20
"Florida",15,"Male",68
"Mississippi",50,"Male",22
"Florida",65,"Male",36
"Florida",15,"Male",60
"Idaho",60,"Female",2
"Virginia",80,"Male",41
"Virginia",45,"Male",18
"Alabama",55,"Male",57
"Virginia",60,"Female",24
"California",0,"Female",38
"North Carolina",70,"Male",41
"Arizona",5,"Female",41
"Louisiana",55,"Male",46
"Florida",91,"Male",22
"Ohio",65,"Female",9
"Florida",35,"Female",52
"Arizona",57,"Male",38
"California",0,"Male",65
"Arizona",60,"Male",32
"Florida",0,"Female",60
"North Carolina",45,"Male",28
"South Carolina",75,"Female",67
"North Carolina",70,"Male",29
"New York",0,"Male",75
"Minnesota",48,"Male",92
"California",100,"Female",17
"Connecticut",0,"Male",64
"North Carolina",75,"Male",28
"North Carolina",75,"Male",21
"Texas",0,"Female",59
"Massachusetts",0,"Female",73
"Georgia",0,"Female",24
"Florida",50,"Male",48
"South Carolina",55,"Female",49
"California",45,"Male",43
"Hawaii",56,"Female",24
"Florida",50,"Male",21
"Florida",40,"Male",56
"Wyoming",30,"Female",44
"Louisiana",50,"Female",8
"South Carolina",55,"Male",46
"California",0,"Male",21
"Utah",60,"Female",49
"Minnesota",55,"Male",51
"North Carolina",55,"Male",28
"New York",40,"Male",46
"Missouri",59,"Male",17
"New York",0,"Male",22
"South Carolina",45,"Female",17
"Oregon",0,"Female",26
"Nevada",18,"Male",62
"Ohio",50,"Male",48
"Florida",30,"Female",24
"North Carolina",70,"Male",48
"Missouri",65,"Female",52
"Washington",0,"Male",42
"Arizona",50,"Male",55
"Colorado",85,"Male",28
"New York",10,"Male",30
"California",39,"Male",39
"California",0,"Male",53
"Virginia",0,"Male",36
"Missouri",65,"Male",22
"Wisconsin",0,"Female",89
"Florida",0,"Male",55
"Colorado",35,"Male",20
"Florida",60,"Female",55
"South Carolina",20,"Male",19
"Georgia",0,"Male",43
"California",45,"Male",31
"California",38,"Female",3
"South Carolina",65,"Male",47
"Missouri",60,"Male",25
"Louisiana",65,"Male",49
"Florida",79,"Male",25
"North Carolina",40,"Male",31
"Virginia",55,"Male",5
"Washington",0,"Male",55
"Alabama",68,"Male",42
"Illinois",0,"Male",35
"Florida",60,"Male",20
"Maine",0,"Female",42
"Kentucky",75,"Male",39
"South Carolina",70,"Female",39
"Pennsylvania",35,"Male",54
"North Carolina",100,"Male",19
"California",45,"Male",22
"Florida",0,"Male",22
"Michigan",0,"Female",13
"North Carolina",60,"Female",82
"Nevada",18,"Male",40
"California",78,"Male",20
"Illinois",45,"Male",56
"Missouri",41,"Female",26
"Florida",30,"Female",30
"Florida",0,"Male",29
"Pennsylvania",0,"Male",64
"Florida",0,"Male",50
"California",0,"Female",67
"South Carolina",60,"Male",17
"Florida",0,"Male",73
"California",50,"Male",80
"Utah",40,"Male",71
"California",65,"Female",33
"Florida",45,"Female",59
"Pennsylvania",55,"Male",32
"Virginia",150,"Male",46
"California",49,"Male",51
"Oklahoma",0,"Male",60
"California",0,"Female",22
"South Carolina",25,"Male",36
"Florida",30,"Male",27
"Florida",0,"Male",52
"Texas",0,"Male",55
"California",20,"Female",32
"Alabama",55,"Male",72
"North Carolina",55,"Female",21
"Minnesota",55,"Male",24
"Alabama",55,"Male",30
"California",50,"Female",53
"Colorado",90,"Male",26
"Florida",89,"Male",25
"Ohio",30,"Female",65
"Missouri",57,"Male",3
"Mississippi",70,"Male",17
"Illinois",55,"Male",26
"Kentucky",48,"Male",53
"Wisconsin",55,"Male",63
"Florida",35,"Male",60
"South Carolina",70,"Female",21
"Montana",8,"Male",29
"California",48,"Female",77
"Illinois",95,"Male",22
"Arizona",30,"Male",80
"Utah",0,"Female",40
"Colorado",40,"Female",57
"Florida",45,"Male",27
"North Carolina",35,"Male",61
"Arizona",65,"Female",76
"North Carolina",45,"Male",91
"Florida",30,"Male",53
"Minnesota",65,"Male",71
"Ohio",45,"Male",61
"Louisiana",45,"Male",48
"Alabama",45,"Male",5
"California",13,"Female",38
"South Carolina",55,"Male",46
"Colorado",103,"Female",35
"Utah",60,"Male",28
"Minnesota",55,"Male",21
"New York",80,"Male",19
"North Carolina",0,"Female",64
"Georgia",0,"Female",28
"Missouri",50,"Female",37
"New Jersey",0,"Male",48
"North Carolina",45,"Female",75
"Montana",52,"Male",15
"California",60,"Male",47
"Florida",65,"Male",48
"Georgia",0,"Male",33
"Texas",0,"Male",80
"Ohio",61,"Male",18
"South Carolina",55,"Male",47
"Florida",70,"Male",80
"New York",0,"Male",51
"North Carolina",55,"Male",12
"North Carolina",75,"Female",38
"Florida",43,"Female",13
"Ohio",10,"Male",33
"California",40,"Female",77
"Ohio",55,"Male",22
"California",50,"Female",40
"California",40,"Male",44
"California",53,"Male",58
"South Carolina",55,"Male",23
"South Carolina",50,"Male",19
"South Carolina",80,"Female",24
"Illinois",1,"Male",78
"North Carolina",25,"Male",56
"Florida",55,"Female",21
"Arkansas",0,"Male",26
"South Carolina",35,"Male",22
"Washington",0,"Male",54
"North Carolina",55,"Female",66
"Florida",15,"Male",88
"California",0,"Male",30
"Alabama",45,"Female",14
"California",35,"Male",33
"Texas",0,"Male",46
"California",65,"Male",22
"North Carolina",45,"Male",13
"Wyoming",55,"Male",36
"Colorado",45,"Female",36
"California",83,"Male",40
"North Carolina",45,"Male",47
"South Carolina",45,"Male",14
"South Carolina",92,"Male",27
"Wisconsin",50,"Male",28
"Colorado",55,"Male",8
"Colorado",45,"Male",25
"Pennsylvania",40,"Male",55
"California",0,"Male",14
"Florida",0,"Male",52
"Ohio",57,"Male",39
"Virginia",45,"Male",44
"Pennsylvania",35,"Female",54
"Florida",50,"Male",22
"South Carolina",70,"Male",39
"Louisiana",60,"Male",21
"Georgia",0,"Female",59
"Florida",30,"Male",15
"Wyoming",50,"Female",30
"California",0,"Female",60
"Missouri",68,"Male",26
"Pennsylvania",40,"Male",35
"North Dakota",45,"Male",52
"New York",35,"Male",66
"Florida",55,"Male",55
"Rhode Island",68,"Male",23
"North Carolina",80,"Male",34
"Alabama",55,"Female",29
"South Carolina",55,"Female",56
"Florida",80,"Male",30
"North Carolina",45,"Female",61
"Alaska",30,"Male",37
"South Carolina",35,"Male",18
"South Carolina",0,"Female",15
"South Carolina",0,"Male",63
"Virginia",70,"Male",29
"Florida",45,"Female",48
"Ohio",80,"Male",50
"Florida",70,"Male",74
"Pennsylvania",50,"Female",33
"Florida",25,"Male",55
"California",30,"Male",65
"Louisiana",96,"Male",35
"Alabama",55,"Male",59
"Florida",45,"Male",26
"North Carolina",65,"Male",17
"Florida",10,"Female",77
"Nevada",0,"Female",80
"Massachusetts",0,"Male",67
"Ohio",10,"Female",58
"Florida",49,"Male",26
"Alabama",45,"Male",48
"South Carolina",55,"Female",21
"Florida",85,"Male",29
"North Carolina",35,"Male",22
"Alabama",45,"Male",17
"Maine",0,"Male",64
"Ohio",70,"Male",35
"Florida",45,"Male",20
"Pennsylvania",0,"Male",71
"California",43,"Female",79
"California",0,"Female",56
"Florida",50,"Male",20
"Florida",45,"Male",59
"Louisiana",65,"Male",25
"Louisiana",55,"Female",26
"Florida",40,"Female",16
"Pennsylvania",35,"Male",51
"Wisconsin",25,"Male",84
"Missouri",72,"Male",11
"California",50,"Female",20
"Wyoming",50,"Male",25
"Florida",60,"Female",2
"California",55,"Female",21
"Alabama",0,"Male",59
"Wyoming",65,"Male",25
"Florida",43,"Male",12
"Florida",40,"Female",20
"North Carolina",55,"Male",13
"Missouri",55,"Female",16
"Florida",40,"Male",49
"Louisiana",65,"Male",22
"Florida",65,"Female",20
"North Carolina",30,"Male",30
"Pennsylvania",5,"Male",20
"Utah",85,"Male",31
"Florida",0,"Male",59
"Louisiana",60,"Male",58
"Pennsylvania",70,"Male",21
"Mississippi",0,"Male",49
"Virginia",55,"Female",31
"Illinois",15,"Male",49
"Florida",0,"Male",56
"Indiana",0,"Male",30
"Wisconsin",55,"Female",14
"Georgia",0,"Male",23
"Pennsylvania",0,"Female",68
"Pennsylvania",50,"Female",94
"Florida",40,"Male",23
"Oklahoma",0,"Male",23
"Pennsylvania",70,"Male",17
"Pennsylvania",0,"Female",72
"Pennsylvania",60,"Male",22
"Florida",50,"Male",28
"Alabama",55,"Female",25
"California",58,"Male",55
"South Carolina",40,"Male",88
"Wisconsin",65,"Male",72
"Florida",0,"Male",76
"Virginia",55,"Female",42
"South Carolina",45,"Male",54
"Montana",0,"Male",54
"Missouri",9,"Male",6
"New York",0,"Male",17
"Mississippi",50,"Female",18
"Florida",0,"Male",15
"Minnesota",55,"Male",10
"Louisiana",30,"Male",11
"Mississippi",55,"Male",59
"North Carolina",50,"Female",83
"Washington",0,"Male",25
"Florida",55,"Male",51
"Florida",65,"Male",6
"Mississippi",50,"Male",30
"Ohio",50,"Male",28
"North Carolina",35,"Male",54
"Colorado",101,"Male",46
"Pennsylvania",77,"Male",20
"Florida",35,"Female",43
"Florida",25,"Female",19
"Florida",5,"Male",53
"Florida",55,"Male",43
"Georgia",0,"Male",59
"Wisconsin",55,"Male",46
"Florida",40,"Male",35
"South Dakota",56,"Male",52
"North Carolina",15,"Female",9
"North Carolina",0,"Female",12
"South Carolina",83,"Female",30
"Florida",70,"Male",62
"Arizona",35,"Male",48
"California",0,"Male",62
"Florida",5,"Female",25
"Nevada",0,"Male",55
"Arizona",10,"Male",15
"Florida",0,"Male",59
"New York",0,"Male",83
"Utah",10,"Male",33
"Florida",15,"Female",48
"Texas",0,"Male",34
"Virginia",50,"Female",26
"California",65,"Female",44
"Ohio",25,"Female",18
"Florida",0,"Male",24
"Florida",0,"Male",58
"Ohio",55,"Male",25
"Florida",0,"Male",64
"North Carolina",55,"Female",67
"Hawaii",0,"Female",49
"North Carolina",35,"Female",19
"California",50,"Male",62
"California",65,"Female",58
"Texas",0,"Male",42
"Florida",80,"Male",28
"Colorado",40,"Female",61
"Louisiana",70,"Male",41
"Wisconsin",70,"Male",27
"Ohio",0,"Male",36
"Massachusetts",0,"Male",46
"California",70,"Male",20
"Pennsylvania",35,"Female",66
"North Carolina",55,"Female",54
"North Carolina",65,"Male",51
"California",38,"Female",48
"California",60,"Male",35
"Utah",25,"Male",65
"South Carolina",60,"Female",54
"Florida",85,"Male",48
"South Carolina",25,"Male",43
"Oklahoma",112,"Male",20
"North Carolina",45,"Male",61
"South Carolina",60,"Male",57
"Virginia",65,"Male",53
"Arizona",0,"Female",41
"Pennsylvania",0,"Female",54
"Florida",15,"Male",26
"Colorado",65,"Male",73
"Nevada",70,"Male",17
"Florida",0,"Male",60
"Michigan",0,"Male",13
"Texas",0,"Male",57
"Louisiana",52,"Male",21
"Louisiana",55,"Female",26
"Ohio",0,"Male",55
"Nevada",68,"Male",27
"California",45,"Male",61
"Texas",0,"Female",30
"California",75,"Male",26
"Missouri",55,"Female",29
"Virginia",15,"Male",17
"Ohio",55,"Male",33
"Kentucky",54,"Male",17
"Florida",70,"Male",45
"New York",0,"Male",96
"Colorado",85,"Female",41
"Virginia",55,"Male",35
"California",0,"Male",69
"North Carolina",10,"Female",22
"Colorado",35,"Male",53
"California",70,"Male",66
"California",0,"Male",57
"New York",10,"Female",58
"South Carolina",50,"Female",23
"Pennsylvania",40,"Female",24
"South Carolina",0,"Male",45
"Wyoming",80,"Female",6
"Alabama",45,"Female",24
"Pennsylvania",70,"Male",29
"South Carolina",55,"Male",56
"Ohio",0,"Male",47
"Tennessee",0,"Female",16
"Colorado",30,"Female",17
"Colorado",65,"Male",44
"Missouri",71,"Male",19
"Tennessee",0,"Female",49
"Texas",0,"Male",22
"New York",0,"Male",65
"California",0,"Male",48
"California",65,"Male",29
"California",80,"Male",19
"Florida",90,"Male",55
"Florida",10,"Male",64
"Alabama",45,"Male",47
"Alabama",50,"Male",36
"Ohio",0,"Male",13
"Texas",0,"Male",50
"California",58,"Male",18
"North Carolina",55,"Male",2
"Pennsylvania",55,"Female",22
"Arizona",65,"Male",70
"Florida",0,"Male",26
"South Carolina",45,"Male",16
"New York",0,"Male",46
"South Carolina",25,"Male",18
"Louisiana",0,"Male",25
"North Carolina",70,"Male",18
"Florida",45,"Male",84
"North Carolina",55,"Female",26
"Arizona",10,"Female",33
"Ohio",65,"Female",36
"Alabama",10,"Male",62
"North Carolina",55,"Male",20
"Wisconsin",106,"Male",33
"New Mexico",0,"Female",22
"Nevada",55,"Female",40
"Pennsylvania",60,"Female",20
"Ohio",45,"Female",74
"Rhode Island",30,"Male",19
"Florida",55,"Male",47
"Florida",35,"Female",42
"California",74,"Female",17
"Alabama",20,"Female",74
"Wisconsin",30,"Male",71
"California",45,"Male",56
"California",64,"Male",44
"Mississippi",55,"Male",58
"Utah",85,"Male",24
"California",100,"Male",27
"California",45,"Female",27
"South Carolina",65,"Male",1
"California",50,"Male",51
"South Carolina",0,"Male",31
"California",68,"Female",13
"Virginia",55,"Male",41
"Alabama",65,"Male",41
"Florida",30,"Male",33
"Florida",20,"Female",76
"Florida",70,"Male",7
"Alabama",65,"Female",12
"South Carolina",15,"Male",63
"Alabama",5,"Male",36
"South Carolina",55,"Male",37
"North Carolina",10,"Male",32
"Arizona",55,"Male",68
"Florida",15,"Female",32
"North Carolina",55,"Male",54
"Virginia",70,"Female",30
"Florida",65,"Female",18
"Florida",30,"Male",18
"Wisconsin",40,"Male",16
"Arizona",68,"Male",19
"Florida",40,"Female",34
"Louisiana",45,"Female",47
"Florida",70,"Male",52
"California",28,"Female",54
"California",85,"Female",17
"Pennsylvania",0,"Male",21
"Louisiana",15,"Male",54
"Illinois",0,"Male",31
"Pennsylvania",45,"Male",65
"South Dakota",65,"Male",26
"Florida",0,"Male",33
"Pennsylvania",45,"Female",34
"Minnesota",0,"Male",47
"Minnesota",55,"Female",5
"North Carolina",46,"Male",34
"North Carolina",0,"Male",45
"Texas",0,"Male",28
"Florida",30,"Female",39
"Ohio",40,"Female",67
"Florida",2,"Male",29
"New York",80,"Male",23
"Colorado",35,"Male",29
"Florida",0,"Male",18
"Florida",90,"Male",32
"Virginia",30,"Female",55
"California",58,"Male",64
"Virginia",80,"Female",41
"Texas",50,"Female",33
"Ohio",0,"Male",21
"California",35,"Male",25
"Arizona",7,"Male",71
"North Carolina",100,"Male",27
"Louisiana",70,"Male",26
"West Virginia",35,"Male",58
"North Carolina",100,"Male",25
"Arizona",25,"Female",75
"Florida",65,"Male",20
"California",55,"Male",41
"North Carolina",55,"Male",16
"Florida",15,"Male",50
"Virginia",35,"Male",46
"Florida",45,"Male",61
"Arizona",45,"Male",57
"California",15,"Male",40
"Missouri",45,"Male",55
"North Carolina",45,"Male",19
"New Jersey",0,"Male",54
"Missouri",55,"Female",15
"Colorado",60,"Male",40
"North Carolina",55,"Male",30
"Nevada",73,"Male",56
"North Carolina",5,"Female",42
"Rhode Island",0,"Female",63
"Pennsylvania",5,"Male",27
"Arizona",80,"Male",20
"Colorado",75,"Male",31
"Colorado",15,"Female",16
"Pennsylvania",45,"Female",37
"South Dakota",57,"Female",62
"South Carolina",43,"Male",18
"California",20,"Female",20
"Florida",70,"Female",43
"Arizona",41,"Male",41
"North Carolina",65,"Male",13
"Colorado",55,"Male",42
"Ohio",0,"Male",66
"California",0,"Male",28
"California",70,"Male",46
"Florida",45,"Male",39
"North Carolina",20,"Male",54
"Florida",70,"Female",35
"Florida",45,"Male",28
"Kentucky",59,"Male",84
"North Carolina",75,"Male",17
"Ohio",45,"Female",68
"New York",0,"Male",22
"Illinois",0,"Male",41
"Ohio",0,"Male",56
"New Jersey",14,"Male",18
"Wisconsin",70,"Male",20
"Virginia",55,"Male",22
"Florida",0,"Male",24
"Florida",30,"Male",36
"Virginia",70,"Female",68
"Alabama",55,"Male",21
"Michigan",0,"Male",17
"Ohio",65,"Male",58
"Pennsylvania",25,"Female",57
"Minnesota",55,"Female",43
"Florida",5,"Male",48
"Arizona",67,"Male",25
"New York",0,"Female",54
"Florida",60,"Male",23
"Alabama",45,"Female",53
"Florida",0,"Male",20
"California",0,"Female",64
"Ohio",62,"Male",25
"Florida",40,"Female",64
"Arizona",65,"Male",72
"Florida",5,"Male",64
"Arizona",0,"Male",42
"Nevada",65,"Female",66
"Ohio",5,"Female",44
"Florida",0,"Female",20
"Wyoming",80,"Male",44
"Nevada",68,"Male",59
"North Carolina",55,"Female",65
"Pennsylvania",45,"Female",49
"South Carolina",55,"Female",84
"Florida",55,"Male",54
"Florida",45,"Female",19
"Florida",45,"Male",59
"Arizona",35,"Female",51
"Maryland",0,"Male",60
"Florida",15,"Female",21
"Michigan",0,"Male",71
"Ohio",65,"Male",33
"Nevada",73,"Female",74
"California",38,"Female",55
"Florida",45,"Male",20
"Arizona",35,"Male",42
"Ohio",30,"Male",58
"Arizona",30,"Female",2
"Alabama",65,"Female",48
"North Carolina",53,"Male",62
"Alabama",55,"Female",50
"Kentucky",67,"Male",25
"Pennsylvania",50,"Female",9
"Ohio",55,"Female",67
"South Carolina",55,"Male",27
"Virginia",45,"Male",85
"Nevada",65,"Male",7
"Missouri",65,"Male",1
"Nevada",0,"Male",37
"South Carolina",30,"Female",61
"Maryland",0,"Male",30
"Florida",5,"Female",22
"Florida",60,"Female",75
"North Carolina",0,"Male",15
"Ohio",40,"Male",27
"Florida",0,"Male",74
"Louisiana",70,"Female",43
"Florida",15,"Female",62
"North Carolina",31,"Male",64
"California",55,"Male",26
"North Carolina",15,"Female",62
"South Carolina",55,"Male",50
"Virginia",55,"Male",55
"North Carolina",45,"Female",32
"Connecticut",52,"Male",61
"Wyoming",45,"Male",45
"California",38,"Male",70
"Arizona",10,"Female",74
"Pennsylvania",25,"Male",55
"Florida",60,"Male",32
"Illinois",0,"Male",56
"Virginia",0,"Male",61
"Florida",55,"Male",53
"New Jersey",0,"Male",23
"North Carolina",55,"Female",9
"Wisconsin",55,"Male",53
"Alabama",66,"Male",18
"Colorado",35,"Female",56
"California",0,"Male",21
"Kentucky",73,"Male",38
"Ohio",5,"Female",16
"Alabama",0,"Male",24
"Florida",5,"Female",36
"California",55,"Male",42
"Louisiana",54,"Male",54
"Mississippi",0,"Male",52
"California",45,"Male",52
"California",38,"Female",6
"Arizona",75,"Male",6
"South Carolina",76,"Male",27
"California",55,"Male",17
"North Carolina",55,"Male",42
"South Carolina",47,"Female",44
"Arizona",65,"Male",38
"Florida",45,"Female",37
"North Carolina",10,"Male",64
"Minnesota",76,"Male",46
"Michigan",0,"Male",64
"Florida",55,"Male",34
"Florida",30,"Female",69
"Ohio",60,"Male",26
"California",65,"Female",17
"North Carolina",25,"Male",90
"North Carolina",40,"Female",50
"Oklahoma",0,"Male",65
"Tennessee",0,"Male",18
"Pennsylvania",55,"Female",25
"New York",0,"Female",87
"Missouri",78,"Male",17
"Arizona",35,"Male",25
"North Carolina",45,"Female",54
"Florida",0,"Female",78
"South Dakota",57,"Male",74
"Washington",0,"Male",62
"Mississippi",45,"Male",59
"Illinois",79,"Male",21
"Massachusetts",85,"Female",21
"North Carolina",55,"Female",16
"New York",0,"Female",84
"North Carolina",0,"Male",64
"Georgia",0,"Male",31
"Louisiana",55,"Male",27
"North Carolina",55,"Female",21
"North Carolina",40,"Female",51
"North Carolina",85,"Male",21
"North Carolina",35,"Female",76
"California",55,"Female",23
"Florida",0,"Male",32
"South Dakota",31,"Male",56
"Missouri",66,"Male",19
"California",55,"Male",37
"Wyoming",58,"Female",5
"Washington",0,"Female",20
"Louisiana",35,"Male",65
"Alabama",50,"Male",22
"Wisconsin",45,"Male",24
"California",100,"Female",16
"Texas",0,"Male",57
"Colorado",30,"Male",23
"New York",0,"Male",60
"Florida",0,"Male",58
"Pennsylvania",35,"Male",39
"New York",65,"Male",36
"North Carolina",30,"Male",59
"California",40,"Female",43
"Arizona",47,"Male",28
"California",40,"Male",30
"Virginia",60,"Female",73
"Louisiana",65,"Male",52
"Florida",40,"Female",51
"Florida",45,"Female",18
"South Carolina",47,"Female",36
"Mississippi",5,"Male",80
"North Carolina",55,"Male",4
"Alabama",15,"Female",10
"California",58,"Male",33
"Ohio",65,"Male",25
"Georgia",0,"Male",40
"Tennessee",0,"Male",57
"Pennsylvania",60,"Male",53
"Minnesota",55,"Male",76
"Louisiana",50,"Male",33
"Nevada",48,"Female",26
"South Carolina",45,"Female",20
"Florida",50,"Male",33
"New York",0,"Female",65
"South Carolina",95,"Male",39
"Colorado",50,"Male",52
"Louisiana",55,"Male",10
"Minnesota",52,"Female",19
"South Carolina",40,"Female",21
"Wyoming",65,"Male",53
"Ohio",30,"Male",28
"Georgia",59,"Male",52
"Florida",75,"Male",35
"South Carolina",55,"Female",28
"Oklahoma",0,"Male",69
"Arizona",10,"Male",30
"Mississippi",35,"Female",11
"Ohio",50,"Male",21
"Wisconsin",65,"Male",28
"Florida",45,"Female",31
"Pennsylvania",45,"Female",19
"Minnesota",55,"Male",28
"Florida",90,"Male",23
"Louisiana",45,"Male",33
"Alabama",80,"Male",33
"Florida",35,"Male",15
"New Jersey",0,"Male",53
"Oregon",0,"Male",54
"Ohio",72,"Female",24
"Arizona",75,"Female",28
"Florida",40,"Male",23
