"State","Speed","Gender","Age"
"Missouri",33,"Male",17
"Arkansas",0,"Female",13
"North Carolina",20,"Female",91
"California",80,"Male",47
"Arizona",50,"Male",45
"Colorado",109,"Male",21
"North Carolina",30,"Male",20
"South Carolina",45,"Female",6
"Colorado",55,"Male",53
"Idaho",25,"Female",20
"Louisiana",76,"Male",30
"Florida",35,"Male",19
"Pennsylvania",60,"Male",27
"Missouri",22,"Male",59
"Colorado",15,"Female",34
"Illinois",111,"Male",68
"Wisconsin",45,"Female",26
"South Carolina",55,"Female",51
"Florida",35,"Male",21
"Wisconsin",80,"Male",17
"Nevada",45,"Female",40
"Florida",60,"Male",3
"Ohio",0,"Male",24
"Arizona",0,"Male",28
"Virginia",70,"Male",52
"Illinois",0,"Male",53
"Nevada",39,"Male",23
"Pennsylvania",10,"Male",18
"Wisconsin",40,"Male",37
"Wisconsin",97,"Male",18
"North Carolina",55,"Female",58
"Texas",70,"Male",27
"Arizona",5,"Male",24
"California",23,"Female",19
"California",62,"Female",16
"North Carolina",55,"Male",4
"Arizona",0,"Male",46
"Ohio",35,"Male",65
"Texas",0,"Male",50
"Kentucky",55,"Female",29
"Louisiana",55,"Male",5
"Utah",70,"Male",17
"Wisconsin",55,"Male",68
"California",0,"Female",32
"North Carolina",75,"Female",39
"Minnesota",0,"Female",30
"Florida",10,"Female",70
"Florida",45,"Female",1
"Ohio",55,"Male",45
"Florida",20,"Male",43
"South Carolina",60,"Male",55
"Florida",45,"Female",46
"Pennsylvania",0,"Female",30
"Texas",0,"Male",37
"California",90,"Male",37
"Virginia",55,"Male",26
"Virginia",70,"Male",35
"Pennsylvania",20,"Male",64
"Mississippi",55,"Male",38
"California",48,"Male",72
"Florida",65,"Female",68
"Iowa",0,"Male",77
"North Carolina",35,"Female",78
"Florida",35,"Male",61
"Michigan",0,"Male",53
"Florida",35,"Female",21
"Florida",0,"Male",52
"California",55,"Female",70
"Florida",0,"Female",41
"Texas",0,"Male",32
"Alabama",75,"Female",31
"Texas",100,"Male",23
"Florida",40,"Female",60
"Ohio",5,"Female",21
"Florida",0,"Male",76
"California",55,"Male",31
"Virginia",20,"Female",73
"Alabama",65,"Male",78
"Utah",15,"Male",18
"Alabama",55,"Female",52
"California",50,"Male",46
"Kentucky",31,"Male",4
"Florida",55,"Female",84
"Pennsylvania",60,"Male",29
"Kansas",72,"Male",27
"Ohio",70,"Male",17
"Alabama",96,"Male",36
"South Carolina",50,"Male",32
"Ohio",0,"Male",20
"Alabama",5,"Female",61
"Florida",65,"Female",18
"Pennsylvania",35,"Male",19
"North Carolina",45,"Female",54
"Arizona",30,"Male",51
"Ohio",35,"Male",19
"Florida",5,"Female",31
"Pennsylvania",41,"Female",28
"Kansas",40,"Female",12
"California",5,"Female",47
"Wisconsin",55,"Female",58
"South Carolina",70,"Male",31
"Massachusetts",0,"Male",84
"Virginia",75,"Female",62
"California",55,"Male",50
"Arizona",35,"Male",51
"California",70,"Male",51
"Pennsylvania",40,"Female",44
"South Carolina",70,"Male",38
"Arizona",50,"Male",58
"California",57,"Male",43
"Florida",70,"Male",10
"Florida",60,"Male",79
"Illinois",51,"Male",51
"North Carolina",20,"Male",46
"Utah",65,"Male",48
"Virginia",40,"Male",24
"California",50,"Female",69
"Utah",70,"Male",74
"Texas",0,"Male",36
"Florida",0,"Female",36
"California",0,"Male",54
"Nevada",69,"Male",25
"California",53,"Male",50
"Nebraska",0,"Female",80
"South Carolina",10,"Female",56
"Wisconsin",42,"Male",19
"Florida",75,"Male",19
"Minnesota",80,"Male",16
"Alabama",55,"Male",39
"Ohio",45,"Male",36
"North Carolina",0,"Male",66
"Ohio",50,"Male",58
"Virginia",50,"Male",56
"Oklahoma",0,"Male",33
"New Jersey",0,"Male",6
"South Carolina",15,"Female",29
"South Carolina",65,"Female",55
"Colorado",25,"Male",42
"Florida",60,"Male",19
"Pennsylvania",55,"Male",50
"Utah",70,"Female",21
"New Jersey",0,"Male",36
"California",55,"Male",34
"Illinois",60,"Female",57
"Arizona",0,"Male",25
"Florida",55,"Female",51
"California",40,"Male",60
"North Carolina",120,"Male",20
"Louisiana",55,"Male",85
"North Carolina",70,"Male",48
"Colorado",30,"Female",23
"New York",100,"Male",25
"Florida",70,"Male",40
"North Carolina",68,"Male",2
"Florida",40,"Female",19
"California",40,"Female",2
"Florida",45,"Female",51
"Massachusetts",85,"Female",25
"Colorado",50,"Male",48
"Illinois",24,"Male",60
"Tennessee",62,"Female",56
"Illinois",0,"Male",56
"Colorado",30,"Female",1
"Florida",45,"Male",66
"Florida",75,"Female",83
"Arizona",50,"Male",77
"Ohio",60,"Male",62
"California",43,"Female",50
"Arizona",18,"Male",73
"Arizona",45,"Male",14
"South Dakota",58,"Female",25
"Pennsylvania",60,"Male",40
"Kentucky",65,"Female",61
"North Carolina",70,"Male",64
"Texas",0,"Male",20
"Louisiana",123,"Male",26
"Illinois",0,"Female",92
"California",50,"Male",28
"Kentucky",48,"Male",24
"Utah",45,"Female",63
"Arizona",63,"Female",59
"South Carolina",107,"Male",32
"Virginia",55,"Male",54
"Florida",84,"Male",19
"North Carolina",65,"Male",67
"Ohio",80,"Female",23
"Florida",0,"Male",70
"Minnesota",75,"Male",14
"California",75,"Male",32
"Florida",30,"Male",55
"Utah",55,"Male",56
"Florida",70,"Male",23
"Michigan",0,"Male",15
"California",70,"Male",28
"Nevada",68,"Female",1
"Florida",45,"Male",40
"Florida",10,"Male",50
"Alabama",75,"Male",28
"Ohio",10,"Male",70
"California",85,"Male",2
"Alabama",45,"Male",40
"Pennsylvania",0,"Male",35
"Wisconsin",75,"Male",18
"Florida",60,"Male",27
"Wyoming",65,"Male",58
"Virginia",80,"Male",32
"North Carolina",45,"Male",51
"Alabama",53,"Male",16
"Illinois",0,"Male",62
"Arizona",45,"Male",89
"Florida",45,"Male",24
"California",65,"Male",35
"Ohio",30,"Female",9
"Wyoming",70,"Male",16
"North Carolina",55,"Male",23
"North Carolina",55,"Male",46
"Florida",60,"Male",57
"California",60,"Male",25
"South Carolina",35,"Female",21
"Louisiana",35,"Male",31
"Virginia",60,"Male",71
"Louisiana",55,"Female",66
"North Carolina",0,"Male",1
"Ohio",80,"Male",49
"Alabama",0,"Male",54
"North Carolina",35,"Male",114
"Florida",50,"Male",30
"California",3,"Male",36
"South Dakota",71,"Male",53
"Missouri",78,"Male",19
"Florida",55,"Female",52
"California",0,"Female",54
"Oregon",0,"Male",52
"South Carolina",60,"Male",23
"Mississippi",35,"Female",10
"California",60,"Male",22
"Missouri",0,"Female",44
"Florida",0,"Male",45
"California",70,"Male",33
"North Carolina",20,"Female",46
"Arizona",45,"Female",17
"California",35,"Male",44
"Nevada",45,"Male",46
"Pennsylvania",25,"Female",8
"Virginia",40,"Male",34
"California",70,"Male",23
"California",35,"Female",38
"New Jersey",0,"Male",75
"Minnesota",47,"Female",56
"South Carolina",15,"Male",43
"Florida",60,"Male",54
"Florida",0,"Male",44
"North Carolina",55,"Male",42
"North Carolina",55,"Male",5
"North Carolina",50,"Male",72
"Pennsylvania",45,"Male",67
"Alabama",85,"Male",18
"Ohio",0,"Male",68
"Missouri",75,"Female",31
"Colorado",70,"Male",25
"South Carolina",5,"Male",42
"Utah",65,"Male",25
"Illinois",0,"Female",6
"California",70,"Male",40
"Ohio",50,"Female",48
"Florida",0,"Male",54
"North Carolina",43,"Male",35
"Arizona",45,"Male",26
"Wyoming",0,"Male",34
"North Carolina",50,"Male",62
"Ohio",0,"Female",35
"North Carolina",5,"Female",29
"Colorado",25,"Female",69
"Colorado",0,"Male",59
"California",3,"Male",29
"Ohio",35,"Female",48
"North Carolina",55,"Male",21
"North Carolina",45,"Male",44
"Florida",70,"Male",31
"South Carolina",55,"Male",28
"North Carolina",55,"Male",48
"Virginia",60,"Male",48
"Florida",65,"Male",74
"Missouri",0,"Male",14
"Wisconsin",55,"Female",56
"South Carolina",0,"Female",49
"California",0,"Male",63
"North Carolina",50,"Male",36
"Ohio",35,"Male",47
"Utah",5,"Female",18
"North Carolina",55,"Male",22
"South Carolina",30,"Male",17
"Florida",70,"Male",19
"Montana",78,"Male",32
"Florida",72,"Male",55
"Pennsylvania",5,"Male",16
"Florida",40,"Male",17
"New Jersey",0,"Female",56
"Florida",45,"Female",75
"Arkansas",50,"Male",29
"California",0,"Male",59
"Florida",10,"Male",23
"Florida",60,"Female",3
"Arizona",17,"Male",23
"Missouri",11,"Male",68
"Ohio",40,"Male",19
"Missouri",98,"Male",49
"Colorado",0,"Female",3
"Florida",65,"Male",48
"California",0,"Female",14
"Florida",45,"Male",46
"North Carolina",65,"Female",6
"Texas",0,"Male",71
"Minnesota",8,"Male",73
"New York",0,"Male",36
"Ohio",0,"Male",58
"California",0,"Male",53
"Ohio",45,"Female",46
"North Dakota",15,"Female",29
"Florida",10,"Female",63
"Arizona",0,"Female",83
"Florida",50,"Male",23
"Alabama",55,"Male",50
"Colorado",10,"Male",91
"Texas",100,"Female",38
"Minnesota",10,"Male",33
"Louisiana",50,"Female",34
"North Carolina",65,"Female",49
"Florida",60,"Male",62
"Florida",0,"Female",33
"Illinois",0,"Male",71
"Missouri",60,"Male",20
"Texas",0,"Male",35
"Florida",30,"Male",20
"Pennsylvania",40,"Male",48
"Alabama",65,"Female",10
"Hawaii",0,"Male",63
"Wisconsin",55,"Female",84
"Ohio",43,"Female",28
"South Carolina",54,"Male",20
"Alabama",40,"Male",62
"Florida",45,"Female",42
"Florida",25,"Female",26
"Pennsylvania",30,"Male",73
"Florida",0,"Male",62
"Alabama",60,"Male",69
"Michigan",0,"Male",68
"Montana",91,"Male",21
"California",78,"Male",68
"Florida",55,"Male",27
"Louisiana",45,"Female",59
"California",55,"Male",45
"Pennsylvania",77,"Female",18
"Pennsylvania",65,"Male",24
"Illinois",39,"Female",34
"Colorado",65,"Female",21
"Florida",35,"Female",22
"Ohio",40,"Female",82
"Connecticut",0,"Male",8
"South Carolina",55,"Female",38
"North Carolina",20,"Male",34
"California",33,"Female",1
"South Carolina",15,"Female",5
"Florida",50,"Male",51
"Alabama",71,"Female",22
"Pennsylvania",75,"Male",19
"North Carolina",10,"Male",37
"North Carolina",55,"Male",65
"Colorado",55,"Female",1
"Ohio",50,"Female",25
"Virginia",5,"Female",58
"Florida",0,"Male",27
"Alabama",80,"Male",22
"California",55,"Male",36
"Arkansas",0,"Male",62
"Indiana",0,"Male",42
"Virginia",35,"Male",75
"South Carolina",55,"Female",18
"Wisconsin",55,"Female",25
"California",70,"Male",33
"Louisiana",45,"Male",37
"North Carolina",40,"Female",72
"Nevada",68,"Male",14
"Florida",63,"Male",52
"Florida",0,"Male",30
"Minnesota",88,"Male",28
"North Carolina",55,"Male",24
"New Jersey",0,"Female",42
"Mississippi",60,"Male",39
"Kentucky",73,"Male",52
"Florida",60,"Male",16
"Kentucky",0,"Male",24
"Florida",60,"Male",47
"North Carolina",55,"Male",74
"North Carolina",0,"Male",74
"South Carolina",60,"Female",23
"California",55,"Male",23
"Florida",50,"Male",30
"Florida",65,"Male",18
"Pennsylvania",60,"Male",48
"Georgia",0,"Male",45
"Florida",45,"Male",26
"Missouri",35,"Male",63
"South Carolina",45,"Male",37
"Illinois",75,"Male",37
"Louisiana",55,"Female",29
"South Carolina",0,"Male",47
"Missouri",58,"Female",19
"Florida",5,"Male",19
"Florida",30,"Male",16
"Nevada",53,"Male",65
"Texas",0,"Male",25
"Georgia",68,"Male",38
"New York",0,"Male",32
"California",0,"Female",31
"Virginia",5,"Male",35
"South Carolina",60,"Male",23
"Minnesota",35,"Male",24
"Florida",40,"Female",45
"Missouri",30,"Male",51
"South Carolina",0,"Female",17
"Florida",0,"Male",60
"North Carolina",45,"Female",36
"Arkansas",0,"Male",55
"California",45,"Female",15
"Wyoming",80,"Female",1
"North Carolina",55,"Male",28
"North Carolina",12,"Female",49
"South Carolina",36,"Female",21
"South Carolina",25,"Female",75
"Oklahoma",55,"Male",13
"Colorado",60,"Male",31
"Ohio",10,"Male",43
"Florida",45,"Male",31
"Florida",70,"Male",51
"Nebraska",0,"Female",56
"California",58,"Female",28
"Colorado",60,"Male",50
"South Carolina",0,"Male",72
"Florida",60,"Male",19
"Florida",15,"Female",13
"Pennsylvania",50,"Female",22
"Ohio",25,"Male",82
"Louisiana",45,"Female",55
"California",50,"Male",62
"Ohio",3,"Male",43
"Florida",0,"Male",62
"Mississippi",51,"Female",57
"California",45,"Male",54
"North Carolina",41,"Female",35
"Minnesota",50,"Male",43
"Florida",45,"Male",22
"Utah",40,"Female",51
"Florida",55,"Male",26
"California",55,"Female",58
"Indiana",0,"Male",52
"Florida",30,"Female",49
"California",30,"Female",50
"Florida",0,"Female",57
"Louisiana",70,"Female",12
"California",80,"Male",15
"Kentucky",67,"Female",27
"Florida",35,"Male",56
"South Carolina",20,"Female",67
"Florida",50,"Female",8
"Ohio",116,"Female",18
"California",50,"Male",60
"Florida",0,"Male",17
"South Dakota",7,"Male",25
"Florida",45,"Male",57
"Arizona",64,"Male",28
"Ohio",55,"Male",18
"California",63,"Male",60
"Florida",45,"Male",52
"Illinois",0,"Male",22
"California",80,"Male",15
"Florida",70,"Female",55
"North Carolina",60,"Male",38
"North Carolina",50,"Male",56
"California",40,"Female",54
"Florida",0,"Female",44
"California",38,"Female",43
"North Carolina",55,"Male",22
"Wisconsin",50,"Male",75
"North Carolina",30,"Female",86
"Florida",25,"Male",27
"North Carolina",0,"Male",55
"Florida",45,"Female",19
"California",60,"Male",30
"Texas",0,"Male",29
"Virginia",50,"Male",56
"North Carolina",100,"Male",17
"North Carolina",65,"Male",18
"Rhode Island",93,"Male",25
"Minnesota",60,"Male",31
"Wyoming",48,"Male",9
"California",90,"Male",24
"Florida",45,"Male",53
"Wisconsin",40,"Male",24
"California",70,"Female",44
"North Carolina",70,"Male",24
"Wisconsin",55,"Male",48
"North Carolina",5,"Male",50
"Texas",0,"Male",26
"Florida",55,"Female",38
"Arizona",40,"Male",61
"South Carolina",70,"Male",61
"North Carolina",55,"Female",21
"Texas",0,"Male",36
"Texas",0,"Male",22
"North Carolina",65,"Male",26
"North Carolina",15,"Female",54
"California",80,"Male",27
"Alabama",0,"Male",52
"North Carolina",65,"Male",24
"California",0,"Male",19
"New Jersey",0,"Male",35
"North Carolina",50,"Male",64
"Florida",55,"Male",43
"Arizona",0,"Female",42
"North Carolina",40,"Female",66
"North Carolina",45,"Female",2
"Ohio",0,"Male",20
"South Carolina",90,"Male",41
"Louisiana",0,"Male",47
"Louisiana",70,"Female",55
"South Carolina",70,"Female",54
"Minnesota",37,"Female",80
"Texas",0,"Male",54
"Colorado",30,"Male",62
"Virginia",55,"Male",39
"Florida",50,"Female",52
"Florida",50,"Male",77
"Florida",0,"Male",51
"Louisiana",55,"Male",35
"North Carolina",45,"Male",14
"Ohio",55,"Female",26
"Ohio",15,"Female",28
"California",0,"Male",78
"California",40,"Female",14
"Florida",0,"Male",58
"Pennsylvania",40,"Male",4
"North Carolina",55,"Male",28
"California",58,"Male",31
"Florida",75,"Male",22
"North Carolina",35,"Female",31
"Pennsylvania",0,"Female",36
"Florida",0,"Male",86
"California",60,"Male",14
"North Carolina",50,"Male",18
"Missouri",82,"Male",20
"Florida",0,"Male",55
"Florida",30,"Male",20
"North Carolina",65,"Male",15
"Ohio",55,"Male",28
"Florida",0,"Male",46
"New Jersey",0,"Male",16
"Ohio",15,"Male",60
"Alabama",70,"Male",30
"Missouri",57,"Male",31
"Florida",15,"Female",70
"Ohio",65,"Female",33
"Texas",0,"Female",44
"Ohio",70,"Male",19
"Alabama",20,"Female",64
"North Carolina",55,"Female",17
"Florida",65,"Female",41
"Alabama",20,"Male",40
"Florida",45,"Male",36
"California",98,"Male",23
"California",53,"Male",27
"South Carolina",55,"Male",17
"New York",0,"Male",94
"Florida",0,"Male",38
"Alabama",65,"Male",19
"Ohio",40,"Male",41
"Florida",35,"Female",27
"California",0,"Male",59
"Colorado",0,"Male",34
"Arizona",40,"Male",29
"California",35,"Male",29
"Florida",0,"Male",34
"Ohio",30,"Male",69
"Pennsylvania",0,"Male",51
"Alabama",50,"Male",45
"New Jersey",0,"Male",41
"Virginia",35,"Male",54
"Minnesota",10,"Female",29
"Alabama",60,"Female",53
"Alabama",100,"Male",52
"Arizona",31,"Male",33
"California",63,"Male",18
"California",85,"Male",19
"South Carolina",55,"Male",23
"California",45,"Male",74
"Ohio",84,"Male",26
"South Carolina",48,"Male",19
"Florida",50,"Male",37
"Colorado",55,"Male",53
"New York",41,"Female",19
"Ohio",0,"Male",48
"Virginia",70,"Female",34
"Arkansas",0,"Male",77
"Florida",10,"Male",59
"California",50,"Male",15
"Georgia",0,"Male",35
"Wyoming",65,"Female",35
"Ohio",55,"Male",50
"California",0,"Male",24
"Oklahoma",0,"Male",81
"Massachusetts",0,"Male",22
"Florida",10,"Male",65
"Wyoming",65,"Male",28
"California",35,"Female",23
"Pennsylvania",65,"Female",30
"Florida",0,"Male",51
"Florida",60,"Female",26
"Florida",50,"Male",26
"Florida",60,"Male",2
"Utah",75,"Male",70
"Minnesota",0,"Female",65
"Pennsylvania",60,"Female",18
"Pennsylvania",50,"Female",78
"Florida",35,"Male",19
"New York",76,"Male",42
"Florida",50,"Male",27
"California",64,"Female",13
"Pennsylvania",55,"Male",45
"North Carolina",5,"Male",18
"Utah",80,"Male",17
"Louisiana",20,"Female",16
"North Carolina",43,"Male",55
"Alabama",45,"Female",57
"Minnesota",49,"Male",58
"Pennsylvania",40,"Female",80
"Florida",35,"Female",84
"California",0,"Female",28
"Florida",80,"Male",45
"Florida",35,"Male",57
"South Carolina",60,"Female",10
"Wisconsin",0,"Male",45
"New York",0,"Male",57
"Louisiana",60,"Male",37
"Missouri",46,"Female",26
"California",0,"Male",50
"Wisconsin",55,"Female",18
"California",0,"Male",57
"Kentucky",0,"Male",31
"Arizona",68,"Male",31
"Nevada",50,"Female",20
"Mississippi",65,"Female",23
"Missouri",45,"Female",48
"Illinois",78,"Male",23
"Florida",35,"Male",17
"California",65,"Male",51
"Florida",35,"Female",31
"South Carolina",55,"Female",58
"Virginia",40,"Male",57
"Ohio",0,"Male",19
"Florida",55,"Male",29
"Missouri",0,"Male",20
"Virginia",80,"Male",36
"North Carolina",35,"Male",36
"Florida",40,"Male",55
"Florida",60,"Female",21
"Alabama",55,"Male",26
"Wisconsin",55,"Male",16
"California",0,"Female",25
"Mississippi",35,"Male",92
"Michigan",0,"Male",21
"South Carolina",70,"Female",3
"Virginia",45,"Male",72
"Missouri",0,"Female",20
"California",0,"Male",48
"Florida",0,"Female",58
"New York",0,"Male",22
"North Carolina",65,"Male",16
"Tennessee",0,"Female",37
"California",0,"Male",15
"California",5,"Male",16
"Arizona",0,"Female",40
"Colorado",44,"Male",24
"California",0,"Male",19
"New York",39,"Female",9
"Wyoming",45,"Female",50
"California",68,"Female",56
"Louisiana",60,"Male",34
"North Carolina",55,"Female",57
"California",80,"Male",26
"New York",0,"Male",62
"Ohio",45,"Male",30
"Nevada",15,"Male",32
"Delaware",0,"Male",32
"Utah",75,"Female",54
"Pennsylvania",50,"Male",33
"Minnesota",39,"Male",37
"New Jersey",0,"Male",35
"Arizona",55,"Male",63
"Florida",55,"Male",23
"New York",0,"Male",64
"North Carolina",0,"Male",28
"Maryland",0,"Female",56
"Virginia",65,"Male",50
"California",65,"Male",47
"Florida",5,"Male",59
"California",55,"Male",36
"Virginia",35,"Female",27
"Colorado",40,"Male",59
"Nevada",0,"Male",50
"South Carolina",70,"Male",41
"South Carolina",50,"Male",33
"Pennsylvania",45,"Male",55
"Virginia",45,"Male",65
"Missouri",88,"Male",17
"Louisiana",55,"Male",24
"Missouri",70,"Female",70
"Indiana",0,"Male",54
"New York",0,"Female",71
"Ohio",45,"Female",21
"Mississippi",30,"Male",43
"South Carolina",40,"Male",2
"North Carolina",45,"Male",22
"Illinois",0,"Male",36
"South Carolina",65,"Male",23
"North Carolina",65,"Male",16
"Ohio",30,"Female",38
"Wisconsin",25,"Male",66
"California",50,"Male",39
"California",50,"Male",39
"Louisiana",67,"Male",16
"Pennsylvania",55,"Female",42
"California",0,"Male",47
"Nevada",13,"Male",66
"Mississippi",55,"Male",62
"Missouri",73,"Female",59
"South Carolina",45,"Male",38
"Pennsylvania",0,"Male",74
"North Carolina",45,"Female",21
"Louisiana",0,"Male",57
"Wyoming",65,"Male",54
"Nevada",17,"Male",63
"North Carolina",80,"Male",22
"California",58,"Female",70
"Ohio",50,"Female",59
"Colorado",45,"Male",39
"Florida",60,"Female",77
"Florida",55,"Male",46
"Texas",0,"Male",54
"South Carolina",55,"Female",48
"North Carolina",55,"Female",21
"Florida",20,"Female",72
"California",55,"Male",33
"Florida",52,"Male",57
"New Jersey",0,"Male",45
"South Carolina",43,"Female",51
"South Carolina",50,"Female",20
"Pennsylvania",55,"Female",39
"Minnesota",22,"Female",45
"California",45,"Female",47
"Florida",55,"Male",53
"California",40,"Male",72
"Texas",43,"Male",20
"Virginia",45,"Male",47
"Alabama",85,"Male",15
"Delaware",0,"Male",69
"Wisconsin",55,"Male",15
"North Carolina",0,"Male",33
"North Carolina",0,"Male",69
"South Carolina",5,"Female",20
"Florida",60,"Male",26
"Florida",0,"Female",36
"Virginia",54,"Male",72
"Missouri",59,"Male",52
"Wisconsin",0,"Male",56
"Florida",45,"Male",50
"Illinois",0,"Male",68
"Ohio",55,"Male",19
"Alabama",55,"Male",36
"Alabama",5,"Female",35
"Florida",73,"Female",77
"New York",20,"Male",84
"North Carolina",45,"Male",22
"Virginia",119,"Male",80
"Florida",43,"Male",13
"South Carolina",70,"Male",27
"Arizona",80,"Male",36
"California",65,"Male",51
"Florida",35,"Male",33
"Minnesota",30,"Female",1
"Colorado",55,"Male",57
"Minnesota",0,"Female",54
"Arizona",50,"Female",47
"California",0,"Male",63
"Florida",0,"Male",63
"Ohio",45,"Female",47
"Alabama",45,"Male",21
"Minnesota",55,"Male",32
"Illinois",0,"Male",66
"Arizona",0,"Male",63
"Nevada",34,"Female",34
"Florida",50,"Female",20
"Colorado",40,"Female",64
"Missouri",85,"Male",40
"California",50,"Male",69
"Montana",0,"Male",29
"North Carolina",59,"Male",48
"Alabama",0,"Female",59
"California",55,"Male",37
"Texas",0,"Male",5
"North Carolina",45,"Male",33
"Florida",85,"Female",44
"North Carolina",56,"Female",57
"Florida",10,"Female",4
"Pennsylvania",0,"Male",9
"Colorado",40,"Male",54
"California",0,"Male",70
"South Carolina",40,"Male",27
"Florida",60,"Male",41
"Minnesota",65,"Female",34
"North Carolina",50,"Female",21
"South Carolina",80,"Male",53
"Colorado",56,"Male",23
"California",83,"Male",41
"North Carolina",60,"Female",18
"Wisconsin",5,"Male",79
"South Carolina",45,"Male",34
"Virginia",0,"Female",31
"Tennessee",0,"Female",50
"South Carolina",10,"Female",67
"Virginia",5,"Female",24
"Louisiana",45,"Female",34
"Texas",0,"Male",48
"Wisconsin",15,"Female",88
"Nevada",60,"Female",66
"California",70,"Female",43
"Tennessee",0,"Female",40
"South Carolina",10,"Male",44
"Florida",20,"Female",50
"Arizona",0,"Male",27
"Florida",45,"Male",23
"California",60,"Male",57
"North Carolina",50,"Male",42
"Florida",45,"Male",59
"California",0,"Male",24
"Alabama",40,"Male",21
"Florida",0,"Male",49
"Florida",55,"Male",62
"Florida",55,"Female",28
"Louisiana",0,"Male",28
"Nevada",0,"Female",1
"Wyoming",65,"Female",55
"California",0,"Male",53
"Massachusetts",0,"Male",28
"Florida",80,"Male",24
"Alabama",0,"Female",27
"Illinois",55,"Male",22
"Ohio",0,"Female",42
"Florida",40,"Female",52
"Louisiana",55,"Female",51
"Colorado",65,"Male",54
"Florida",0,"Male",10
"Mississippi",0,"Male",67
"Wyoming",60,"Female",14
"North Carolina",55,"Male",22
"Colorado",35,"Male",27
"Utah",45,"Male",61
"North Carolina",55,"Male",40
"Virginia",70,"Male",35
"New Jersey",0,"Male",26
"Alabama",55,"Male",41
"South Carolina",70,"Male",39
"California",0,"Female",35
"Florida",60,"Female",6
"Florida",50,"Male",27
"Missouri",51,"Female",5
"North Carolina",45,"Male",19
"California",65,"Male",62
"Indiana",0,"Male",58
"Texas",0,"Male",75
"Alabama",55,"Female",25
"Missouri",28,"Female",24
"Arizona",40,"Male",48
"Ohio",45,"Male",50
"Wisconsin",50,"Female",23
